Nº BO,Tipo Registro,Data,Hora,Tipo de BO,Natureza / Crime,Endereço,Município,UF,Nº Presos,Nº Apreensões s/ Prisão,Drogas TOTAL (kg),Cocaína/CH (kg),Pasta Base (kg),Maconha (kg),Crack (kg),Óxi (kg),Metanfetamina (kg),Ecstasy (comprimidos),Armas Apreend.,Munições Apreend.,Veículos Apreend.,Gasolina Boliviana (L),Diesel Boliviano (L),GLP (botijas),Cigarros (maços),Madeira Apreendida (m³),Desc. Celulares (un.),Desc. Roupas (un.),Mercadorias Descaminho (R$),Eletrônicos (un.),Embarcações (un.),Motor de Popa (un.),Ouro (g),Animais/Pescado (R$),Folha de Coca (kg),Dinheiro (R$),Meio,Ambiente,Destino dos Envolvidos,Latitude,Longitude,Descrição Resumida,Nacionalidade, Prejuízo Estimado (R$), Valor Estimado Descaminho (R$), Valor Estimado Veículos (R$), Multa (R$),Operação
3284700596,COP,17/11/2025,15:40:00,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,1,"8,9",0,0,"8,9",,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Porto fluvial,,"-10,7946406","-65,3429551",,Brasileira," R$  44.500,00 ",, R$  -   ,,Madeira Mamoré
3340600547,COP,02/11/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,0,"55,1",0,0,"55,1",,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7726185","-65,320032",,," R$  275.500,00 ",,,,Protetor da Fronteira e Divisas
3287300876,COP,30/10/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7948636","-65,3446367",,," R$  382.879,00 ",," R$  382.879,00 ",,Protetor da Fronteira e Divisas
3287300872,COP,29/10/2025,7:42:35,BO,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,7870836","-65,3408691",,Internacional," R$  1.320,00 "," R$  1.320,00 ", R$  -   ,,Protetor da Fronteira e Divisas
3284700585,BO,23/10/2025,15:15,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,1,0,"7,3",0,0,"7,3",,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Fluvial,Via pública / Rodovia,,"-10,7717098","-65,3240488",,Internacional," R$  36.500,00 ",,,,Protetor da Fronteira e Divisas
3284700583,COP,21/10/2025,17:33,Comunicação de Ocorrência,Facilitação de contrabando ou descaminho,,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 685,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,78053","-65,3320441",,Brasileira," R$  14.636,00 ",," R$  14.636,00 ",,Protetor da Fronteira e Divisas
3284700582,BO/PA,18/10/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7920848","-65,3465102",,," R$  12.327,00 ",," R$  12.327,00 ",,Protetor da Fronteira e Divisas
3284700581,BO/PA,18/10/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7917852","-65,337939",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3340600510,TCO,06/10/2025,16:19,Termo Circunstanciado,"LEI 9605/98, Art. 46, parágrafo Único - Transporte/guarda de madeira sem licença válida",,Porto Velho,RO,0,0,0,0,0,"0,00",,,,,0,0,2,0,0,0,"0,0000","22,5200",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-9,6494321","-65,6856926",,Brasileira," R$  442.856,00 ",," R$  409.076,00 ",,Protetor da Fronteira e Divisas
3284500692,BO/PA,03/10/2025,20:19:10,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33 e 35) / POSSE IRREGULAR DE ARMA (LEI 10.826/03, ART. 12) / DISPARO DE ARMA (ART. 15) / RESISTENCIA (CP ART. 329) / TELECOMUNICACAO CLANDESTINA (LEI 9.472/97, ART. 183)",,Alta Floresta D'Oeste,RO,1,0,902,0,482,420,0,0,0,,2,36,2,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 3,00","R$ 0,00",Terrestre,Zona rural (fazenda/pista clandestina),,"-13,0815927","-62,2746349",,Internacional," R$  26.410.240,00 ", R$  -   ," R$  199.000,00 ",,Protetor da Fronteira e Divisas
3284500681,Apoio,21/09/2025,20:10:00,Apoio,"APOIO AOS ORGAOS DE SEGURANCA PUBLICA / TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,Porto Velho,RO,1,0,"130,55","3,1",0,"127,45",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,2855603","-64,5485455",,Internacional," R$  869.750,00 ", R$  -   , R$  -   ,,Protetor da Fronteira e Divisas
3287300858,COP,20/09/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,"0,00",,,,,0,0,0,250,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Área urbana,,"-10,7726185","-65,320032",,Brasileira," R$  102.800,00 ",," R$  101.100,00 ",,Patrulha Ordinária
3287300855,BO/PA,18/09/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7892805","-65,3433273",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3284500670,COP,10/09/2025,,Prisão/Apreensão,Roubo de veículo (CP Art. 157),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3284500669,BO,09/09/2025,,Prisão/Apreensão,Adulteração de sinal identificador de veículo (CP Art. 311),,Nova Mamoré,RO,2,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,4110529","-65,3308033",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3304600329,BO,28/08/2025,,Prisão/Apreensão,Roubo de veículo (CP Art. 157),,São Miguel do Guaporé,RO,2,0,"0,014","0,002",0,"0,01",,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7250756","-62,6245734",,," R$  154.829,00 ",," R$  154.619,00 ",,Protetor da Fronteira e Divisas
3330000225,BO/PA,28/08/2025,,Prisão/Apreensão,Roubo de veículo (CP Art. 157),,Nova Brasilândia D'Oeste,RO,5,0,0,0,0,0,,,,,0,0,2,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7257304","-62,3167169",,," R$  17.409,00 ",," R$  17.409,00 ",,Patrulha Ordinária
3283700597,COP,25/08/2025,21:01:31,BO,Descaminho,,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"RR$ 57,000",200,0,0,0,"RR$ ,000",0,"RR$ ,000","R$ 0,00",Terrestre,Rodovia,,"-10,7701298","-65,3222851",,Brasileira," R$  200,00 ",, R$  -   ,,Protetor da Fronteira e Divisas
3284500664,COP,24/08/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Rolim de Moura,RO,0,0,"412,19","324,15",0,"88,04",,,,,0,0,1,200,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7256983","-61,7781409",,," R$  24.822.838,00 ",," R$  70.028,00 ",,Fronteira Segura
3271000836,BO/PA,21/08/2025,9:30:18,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / ASSOCIACAO CRIMINOSA (CP ART. 288)",,Porto Velho,RO,3,0,"282,5","10,5",0,"259,5",0,"12,5",0,,0,0,2,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.007,00",Terrestre,Via vicinal (cascalheira) / BR-364,,"-9,6751328","-65,3958749",,Brasileira," R$  2.352.507,00 ", R$  -   ," R$  78.000,00 ",,
3287300831,COP,19/08/2025,13:42,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,0,"13,95",0,0,"13,95",,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7701298","-65,3222851",,Brasileira," R$  139.750,00 ",," R$  70.000,00 ",,Fronteira Segura
3284500656,COP,19/08/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33) / Posse irregular de munição (Lei 10.826/03, Art. 12) / Cumprimento de Mandado de Busca e Apreensão / Posse de drogas para uso pessoal (Lei 11.343/06, Art. 28)",,Nova Brasilândia D'Oeste,RO,3,0,"0,563",0,0,"0,5233","0,0397",,,,0,17,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 3.795,40",Terrestre,Residencia,,"-11,7291893","-62,3323258",,Brasileira," R$  6.808,90 ",,,,Fronteira Segura
3284600481,BO,17/08/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Porto Velho,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,8006492","-63,8734888",,," R$  76.290,00 ",," R$  76.290,00 ",,Protetor da Fronteira e Divisas
3287300828,COP,15/08/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,0,21,0,0,21,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,," R$  1.202.163,00 ",," R$  1.097.163,00 ",,Fronteira Segura
3287300827,COP,15/08/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Guajará-Mirim,RO,0,0,0,0,0,"0,00",,,,,0,0,2,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,, R$  -   ,,,,Outros
3283700589,BO,14/08/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Nova Mamoré,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,1870092","-65,2892846",,," R$  83.071,00 ",," R$  83.071,00 ",,Protetor da Fronteira e Divisas
3266800154,BO/PA,14/08/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Porto Velho,RO,2,0,"6,801",0,0,"6,801",,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Residencia / Hotel,,"-8,75977","-63,895581",,Brasileira," R$  34.005,00 ",, R$  -   ,,Protetor da Fronteira e Divisas
3283700585,COP,13/08/2025,9:36:52,Comunicacao de Ocorrencia,"DESCAMINHO / CRIME AMBIENTAL (LEI 9.605/98, ART. 56) / USURPACAO (LEI 8.176/91)",,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,96,20,4,"0,0000","0,0000",0,"RR$ ,000","R$ 0,00",0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000","R$ 0,00",Fluvial,Area de mata adjacente ao porto,,"-10,7979572","-65,3415985",,Internacional," R$  1.988,80 ", R$  -   , R$  -   ,,Protetor da Fronteira e Divisas
3287300815,BO/PA,11/08/2025,12:45:42,Prisao/Apreensao,RECEPTACAO (CP ART. 180),,Guajará-Mirim,RO,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Estabelecimento comercial (frigorifico),,"-10,7701298","-65,3222851",,Brasileira," R$  7.500,00 ", R$  -   ," R$  7.500,00 ",,Protetor da Fronteira e Divisas
3283700582,BO/PA,11/08/2025,,Prisão/Apreensão,Receptação (CP Art. 180),,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7559391","-65,3074314",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3283700577,COP,05/08/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Porto Velho,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,735346","-65,2689562",,," R$  6.463,00 ",," R$  6.463,00 ",,Protetor da Fronteira e Divisas
3287300813,BO,04/08/2025,,Prisão/Apreensão,Adulteração de sinal identificador de veículo (CP Art. 311),,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7915141","-65,344193",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3287300811,COP,03/08/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Porto Velho,RO,0,0,"0,012",0,0,"0,012",,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,9969059","-64,0051737",,," R$  460.060,00 ",," R$  460.000,00 ",,Protetor da Fronteira e Divisas
3286200574 / 3328000177,BO,30/07/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Rolim de Moura,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7260356","-61,7742316",,," R$  48.000,00 ",," R$  48.000,00 ",,Fronteira Segura
833851,COP,29/07/2025,,Prisão/Apreensão,"Sequestro e cárcere privado (CP Art. 148) / Extorsão mediante sequestro (CP Art. 159) / Organização criminosa (Lei 12.850/2013) / Ameaça (CP Art. 147) / Tráfico de drogas (Lei 11.343/06, Art. 33)",,Rolim de Moura,RO,0,0,"20,631","0,001",0,"20,63",,,,,0,0,5,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Área urbana,,"-11,7440835","-61,7934768",,Brasileira," R$  172.086,00 ",," R$  68.861,00 ",,Protetor da Fronteira e Divisas
3284800275,BO,28/07/2025,17:30,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Porto Velho,RO,1,0,174,"26,5",0,"147,5",,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Área urbana,,"-8,7603579","-63,8237514",,Brasileira," R$  2.725.000,00 ",,,,Protetor da Fronteira e Divisas
3287300803,TCO,26/07/2025,15:24:34,Termo Circunstanciado,"LEI 11.343/06, Art. 28 - Posse ou porte de drogas para uso pessoal",,Nova Mamoré,RO,0,0,"0,01",0,0,"0,01",,,,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-10,1870092","-65,2892846",,Brasileira," R$  50,00 ",, R$  -   ,,Protetor da Fronteira e Divisas
3329901614,BO,21/07/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Alta Floresta D'Oeste,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,9387537","-62,0122885",,," R$  87.399,00 ",," R$  87.399,00 ",,Patrulha Ordinária
3331000098,BO/PA,20/07/2025,15:08,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Cacoal,RO,2,0,"57,207",0,0,"46,889","10,318",,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,4408017","-61,4513039",,Brasileira," R$  345.625,00 ",," R$  8.000,00 ",,Protetor da Fronteira e Divisas
3284500620,BO/PA,15/07/2025,,Prisão/Apreensão,Apoio a órgão de segurança,,Porto Velho,RO,2,0,153,20,0,133,,,,,0,0,2,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,6751328","-65,3958749",,," R$  2.165.000,00 ",,,,Protetor da Fronteira e Divisas
3287300781,COP,14/07/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,220,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7743667","-65,3236051",,," R$  16.496,00 ",," R$  15.000,00 ",,Protetor da Fronteira e Divisas
3287300775,BO,10/07/2025,,Prisão/Apreensão,"Porte ilegal de arma de fogo (Lei 10.826/03, Art. 14)",,Porto Velho,RO,1,0,0,0,0,0,,,,,1,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,8597485","-65,2655672",,," R$  45.765,00 ",," R$  40.265,00 ",,Patrulha Ordinária
3340600536,COP,07/07/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Nova Mamoré,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,1870092","-65,2892846",,, R$  -   ,,,,Patrulha Ordinária
3283700521,TCO,05/07/2025,20:48,TCO,"TRANSPORTE IRREGULAR DE PRODUTO FLORESTAL SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO) / DIRIGIR SEM HABILITAÇÃO GERANDO PERIGO DE DANO (ART. 309 DO CTB)",,Nova Mamoré,RO,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"0,0000","61,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-10,1870092","-65,2892846",,Brasileira," R$  391.500,00 ", R$  -   ," R$  300.000,00 ", R$  -   ,Fronteira Segura
3340600534,COP,05/07/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Nova Mamoré,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,1870092","-65,2892846",,Brasileira, R$  -   ,,,,Fronteira Segura
3283700504,COP,02/07/2025,8:46,Comunicação da Ocorrência Policial,Facilitação de contrabando ou descaminho,,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,0,5710,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,7711597","-65,3184065",,Brasileira," R$  38.828,00 ",, R$  -   ,,Fronteira Segura
3340600532,COP,02/07/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Nova Mamoré,RO,0,1,0,0,0,"0,00",,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 208,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,4113795","-65,332088",,," R$  2.800,00 "," R$  2.800,00 ",,,Fronteira Segura
3286200562,BO/PA,01/07/2025,,Prisão/Apreensão,Apoio a órgão de segurança,,Costa Marques,RO,1,0,"0,053","0,003",0,"0,05",,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-12,2865495","-64,3933489",,," R$  112.411,00 ",," R$  111.936,00 ",,Fronteira Segura
3286200561,BO,30/06/2025,8:31,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Costa Marques,RO,2,0,6130,0,0,"6.130,00",,,,,0,0,2,0,0,0,"0,0000","0,0000",0,"R$ 0,00",,0,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-12,0762376","-64,0277422",,Brasileira," R$  30.930.000,00 ",," R$  280.000,00 ",,Fronteira Segura
3297600539,BO/PA,30/06/2025,18:00,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Porto Velho,RO,1,0,80,0,0,80,,,,,0,0,3,0,0,0,"48000,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,7803653","-63,8704371",,Brasileira," R$  1.790.352,00 ",," R$  920.000,00 ",,Fronteira Segura
3283700502,BO,29/06/2025,,Prisão/Apreensão,Apoio a órgão de segurança,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,, R$  -   ,,,,Fronteira Segura
3286200560,BO,27/06/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Nova Brasilândia D'Oeste,RO,2,0,"48,5",0,0,"48,5",,,,,0,0,2,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7259392","-62,3116194",,," R$  328.169,00 ",," R$  85.669,00 ",,Fronteira Segura
3284500568,COP,25/06/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Porto Velho,RO,0,0,"59,8",0,0,"59,8",,,,,0,0,2,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,9969059","-64,0051737",,," R$  299.000,00 ",,,,Fronteira Segura
3340600527,BO/PA,25/06/2025,20:47:16,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,Nova Mamoré,RO,1,0,13,0,2,11,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia (BR-425) / onibus,,"-10,4199095","-65,3356837",,Brasileira," R$  155.000,00 ", R$  -   , R$  -   ,,Fronteira Segura
3283700501,COP,25/06/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,200,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7915141","-65,344193",,," R$  1.360,00 ",,,,Protetor da Fronteira e Divisas
3287300761,BO,18/06/2025,,Prisão/Apreensão,Furto de veículo (CP Art. 155),,Nova Mamoré,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,4106678","-65,3305618",,Brasileira," R$  10.633,00 ",," R$  10.633,00 ",,Fronteira Segura
3286200531,COP,17/06/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,," R$  220.000,00 ",," R$  220.000,00 ",,Fronteira Segura
3283700485,COP,13/06/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,191,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7743667","-65,3236051",,," R$  1.298,80 ",,,,Fronteira Segura
3283700486,COP,13/06/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7933355","-65,3454383",,, R$  -   ,,,,Fronteira Segura
3286200518,BO,10/06/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Porto Velho,RO,3,0,31,7,0,24,,,,,0,0,2,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-8,854157","-63,943283",,," R$  657.840,00 ",," R$  12.840,00 ",,Fronteira Segura
3283700474,COP,09/06/2025,,Prisão/Apreensão,Contrabando de combustível (CP Art. 334-A),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,0,56,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7726185","-65,320032",,," R$  16.516,80 ",," R$  16.136,00 ",,Fronteira Segura
3284500566,BO,07/06/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Porto Velho,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"RR$ ,000",,,,,,,,"R$ 50,00",Terrestre,Residência,,"-9,2469732","-64,4065608",,Brasileira," R$  50,00 ",,,,Protetor da Fronteira e Divisas
3340600494,TCO,02/06/2025,5:41,TCO,"CRIME AMBIENTAL - TRANSPORTE DE MADEIRA SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Nova Mamoré,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","27,0000",0,"RR$ ,000",0,0,0,0,"RR$ ,000",0,"RR$ ,000","R$ 0,00",Terrestre,Zona rural,,"-10,1884975","-64,2685585",,Brasileira," R$  290.500,00 ", R$  -   ," R$  250.000,00 ", R$  -   ,Protetor da Fronteira e Divisas
